Label,txcount,mint_count,swap_count,burn_count,mint_ratio,swap_ratio,burn_ratio,mint_mean_period,swap_mean_period,burn_mean_period,swapIn,swapOut,swap_rate,LP_avg,LP_stdev,LPCreator_holding_ratio,Lock_ratio,Creator_token_holding_ratio,number_of_token_creation_of_Creator
True,24,1.0,23.0,0.0,0.041666667,0.958333333,5.04999999999999922884243417614603717115165349392513771675794487236998975276947021484375E-16,0.0,0.13380571,0.0,22.0,1.0,11.0,100.0,0.0,0E+30,1.000000000000000000000000000,1,1
True,18,1.0,17.0,0.0,0.055555556,0.944444444,4.999999999999999279191351416257544831292633077056940249516259200390777550637722015380859375E-17,0.0,0.079790155,0.0,16.0,1.0,8.0,100.0,0.0,0E+33,1.000000000000000000000000000,1,1
True,8,1.0,7.0,0.0,0.125,0.875,4.999999999999999279191351416257544831292633077056940249516259200390777550637722015380859375E-17,0.0,0.148692023,0.0,3.0,4.0,0.6,100.0,0.0,0E+33,1.000000000000000000000000000,1,1
True,9,1.0,8.0,0.0,0.111111111,0.888888889,4.999999999899999449800526295527621655297149006087764622208169384975917637348175048828125E-16,0.0,0.294104922,0.0,7.0,1.0,3.5,100.0,0.0,0E+33,1.000000000000000000000000000,1,1
True,7,1.0,6.0,0.0,0.142857143,0.857142857,5.0000000000000004780827417973118633586389023361741960394845352144699290874996222555637359619140625E-21,0.0,0.337661042,0.0,5.0,1.0,2.5,100.0,0.0,0E+33,1.000000000000000000000000000,1,1
True,11,1.0,10.0,0.0,0.090909091,0.909090909,5.000000000000000511786515824088490787118516331410424113901314058239222504198551177978515625E-17,0.0,0.233779184,0.0,10.0,0.0,10.0,100.0,0.0,0E+31,1.000000000000000000000000000,1,1
True,9,1.0,8.0,0.0,0.111111111,0.888888889,3.02583025830258278695800456810187373246634479073691181838512420654296875E-9,0.0,0.447941889,0.0,5.0,3.0,1.25,100.0,0.0,0E+41,1.000000000000000000000000000,1,1
True,24,1.0,23.0,0.0,0.041666667,0.958333333,5.06999999999999947494342279219291843355365244361276921836179099045693874359130859375E-14,0.0,0.282240437,0.0,21.0,2.0,7.0,100.0,0.0,0E+31,1.000000000000000000000000000,1,1
True,9,1.0,8.0,0.0,0.111111111,0.888888889,0.00008843930635838150532655743685239713158807717263698577880859375,0.0,0.220806794,0.0,7.0,1.0,3.5,100.0,0.0,0E+41,1.000000000000000000000000000,1,1
True,9,1.0,7.0,1.0,0.111111111,0.777777778,0,0.0,0.37247202,0.079226389,5.0,2.0,1.666666667,100.0,0.0,1,0,1,1
True,12,1.0,10.0,1.0,0.083333333,0.833333333,4.50450450450450391758993640918741940658363874785074208728641309562590322457253932952880859375E-18,0.0,0.164012862,0.965028939,10.0,0.0,10.0,100.0,0.0,0E+33,1.000000000000000000000000000,1,1
True,5,1.0,4.0,0.0,0.2,0.8,0,0.0,0.690265487,0.0,4.0,0.0,4.0,100.0,0.0,0E+33,1.000000000000000000000000000,1,1
True,52,1.0,51.0,0.0,0.019230769,0.980769231,4.999999999999999205235641551787688073943080081795731217653155908919870853424072265625E-15,0.0,0.0879176,0.0,48.0,3.0,12.0,100.0,0.0,0E+31,1.000000000000000000000000000,1,1
True,8,1.0,7.0,0.0,0.125,0.875,4.999999999899999700658294155809375776226832766013785658287815749645233154296875E-12,0.0,0.321448624,0.0,6.0,1.0,3.0,100.0,0.0,1,0,1,1
True,11,1.0,10.0,0.0,0.090909091,0.909090909,0,0.0,0.517926089,0.0,10.0,0.0,10.0,100.0,0.0,1,0,1,1
True,32,1.0,31.0,0.0,0.03125,0.96875,5.0799999999999997163230528833681298765139367108745194201446793158538639545440673828125E-16,0.0,0.246423233,0.0,28.0,3.0,7.0,100.0,0.0,0E+31,1.000000000000000000000000000,1,1
True,15,1.0,14.0,0.0,0.066666667,0.933333333,4.999999999999999205235641551787688073943080081795731217653155908919870853424072265625E-15,0.0,0.187020011,0.0,12.0,2.0,4.0,100.0,0.0,0E+33,0.9999999999999999999999999999,1,3
True,19,1.0,18.0,0.0,0.052631579,0.947368421,4.999999999999999697484846409699054650861704818254338533733971416950225830078125E-12,0.0,0.233619444,0.0,18.0,0.0,18.0,100.0,0.0,0,1,1,1
True,33,2.0,30.0,1.0,0.060606061,0.909090909,5.0599999999999993913359737452200680729390812329082649512201896868646144866943359375E-15,0.036272806,0.173653345,0.555495222,26.0,4.0,5.2,100.0,0.0,0E+30,1.000000000000000000000000000,1,1
True,12,1.0,11.0,0.0,0.083333333,0.916666667,5.04999999999999922884243417614603717115165349392513771675794487236998975276947021484375E-16,0.0,0.323483058,0.0,10.0,1.0,5.0,100.0,0.0,0E+30,1.000000000000000000000000000,1,2
True,13,1.0,12.0,0.0,0.076923077,0.923076923,0,0.0,0.450518263,0.0,11.0,1.0,5.5,100.0,0.0,0E+31,1.000000000000000000000000000,1,1
True,21,1.0,20.0,0.0,0.047619048,0.952380952,5.0000000000000001518687278170018545680173584211392068255008780397474765777587890625E-14,0.0,0.122530968,0.0,18.0,2.0,6.0,100.0,0.0,0,1,1,1
True,17,1.0,16.0,0.0,0.058823529,0.941176471,4.999999999999999697484846409699054650861704818254338533733971416950225830078125E-12,0.0,0.457805907,0.0,14.0,2.0,4.666666667,100.0,0.0,0E+33,1.000000000000000000000000000,1,1
