Label,txcount,mint_count,swap_count,burn_count,mint_ratio,swap_ratio,burn_ratio,mint_mean_period,swap_mean_period,burn_mean_period,swapIn,swapOut,swap_rate,LP_avg,LP_stdev,LPCreator_holding_ratio,Lock_ratio,Creator_token_holding_ratio,number_of_token_creation_of_Creator
True,7,2,5,0,0.285714286,0.714285714,0.0,0.022213764,0.236116397,0.0,4,1,2.0,100.0,0.0,1.0,0.0,0.9999672279999999,1
True,4,2,2,0,0.5,0.5,0.0,0.499882602,0.225405025,0.0,1,1,0.5,100.0,0.0,1.0,0.0,0.9999633245454546,1
True,5,1,4,0,0.2,0.8,0.0,0.0,0.719905095,0.0,4,0,4.0,100.0,0.0,1.0,0.0,0.999956,11
True,1927,182,1646,99,0.094447327,0.854177478,0.0,0.058482248,0.034759984,0.10836999,814,832,0.977190876,1.492537313,5.269975343,0.0,0.22624879114751104,1.0,1
True,5,1,4,0,0.2,0.8,0.0,0.0,0.306782151,0.0,2,2,0.666666667,100.0,0.0,1.0,0.0,1.0,1
True,5,1,4,0,0.2,0.8,0.0,0.0,0.94208886,0.0,3,1,1.5,100.0,0.0,1.0,0.0,0.99995,1
True,8,2,6,0,0.25,0.75,0.0,0.00786557,0.538076511,0.0,4,2,1.333333333,100.0,0.0,1.0,0.0,0.9999467319047619,2
True,8,2,6,0,0.25,0.75,0.0,0.00786557,0.538076511,0.0,4,2,1.333333333,100.0,0.0,1.0,0.0,0.9999467319047619,2
True,5,1,4,0,0.2,0.8,0.0,0.0,0.739914035,0.0,1,3,0.25,100.0,0.0,1.0,0.0,0.999945596,1
True,12,1,11,0,0.083333333,0.916666667,0.0,0.0,0.512,0.0,8,3,2.0,100.0,0.0,0.9961606971675149,0.0038393028324851704,0.999944848,1
True,22,3,19,0,0.136363636,0.863636364,0.0,0.061215756,0.355981459,0.0,13,6,1.857142857,100.0,0.0,1.0,0.0,0.99993304,1
True,9,1,8,0,0.111111111,0.888888889,0.0,0.0,0.783687341,0.0,6,2,2.0,100.0,0.0,1.0,0.0,0.9999325,11
True,27,3,22,2,0.111111111,0.814814815,0.0,0.004993451,0.092269849,0.221890165,6,16,0.352941176,100.0,0.0,1.0,0.0,0.9999324838095238,2
True,9,1,8,0,0.111111111,0.888888889,0.0,0.0,0.73782235,0.0,6,2,2.0,100.0,0.0,1.0,0.0,0.9999275,1
True,9,1,8,0,0.111111111,0.888888889,0.0,0.0,0.256290866,0.0,6,2,2.0,100.0,0.0,1.0,0.0,0.9999142857142858,2
True,34,1,33,0,0.029411765,0.970588235,0.0,0.0,0.313493866,0.0,28,5,4.666666667,100.0,0.0,0.0,1.0,1.0,1
