id,Label,mint_count_per_week,burn_count_per_week,mint_ratio,swap_ratio,burn_ratio,mint_mean_period,swap_mean_period,burn_mean_period,swapIn_per_week,swapOut_per_week,swap_rate,LP_avg,LP_stdev,LPCreator_holding_ratio,Lock_ratio,token_burn_ratio,Creator_token_holding_ratio,number_of_token_creation_of_Creator
0xd54741ff91501e7a4dbd3bca9dc5dc3f36b2a596,False,0.02102399801773733,0.0,0.032258065,0.967741935,0.0,0.0,0.366158925,0.0,0.3363839682837973,0.31535997026605994,1.066666667,100.0,0.0,0.9958591954545455,0.0,520.0,144.5454715,1
0xff0506cef7dc62496423c333acf74127a8dd050a,True,0.9993242004001923,0.0,0.045454545,0.954545455,0.0,0.0,0.562347188,0.0,19.986484008003846,0.9993242004001923,10.0,100.0,0.0,0.9949501045454545,0.0009090909090909091,0.0,2e-11,1
0xf334812c0713ea2e4621fb641a7a1eedf171869c,True,3.554995624586858,1.481248176911191,0.012924071,0.981690899,0.00538503,0.639848912,0.213539135,0.245364686,173.7504111516827,96.28113149922741,1.801843318,100.0,0.0,1.0029507642201836,0.0,0.0,236000.0,1
0xbacb3673b547c5941412a82621254f479f63a899,False,3.550595471787281,1.4794147799113673,0.012924071,0.981690899,0.00538503,0.638919439,0.213660425,0.245008258,173.68329516159451,96.16196069423887,1.801843318,6.25,16.14804411,0.6109405269662922,0.0,0.0,0.0,1
0xa2f2c693776c53e3a6ca492d0d4341b7ba18bcb2,True,0.989498035892209,0.0,0.027027027,0.972972973,0.0,0.0,0.292568936,0.0,25.72694893319743,9.894980358922089,2.363636364,100.0,0.0,0.9974295724770642,0.0,0.0,19.76119041,1
0xe14ae88c716010c5d0b8142dd693612d2219171f,True,0.954048554256779,0.954048554256779,0.008403361,0.983193277,0.008403361,0.0,0.053312736,0.108719533,61.05910747243386,50.56457337560929,1.185185185,100.0,0.0,0.996433333027523,0.0,0.0,0.5164180351875001,1
0xdab0558390ab771e387ba88023cce299ee5cf0b2,True,0.9654124392626597,0.0,0.027027027,0.972972973,0.0,0.0,0.069180358,0.0,27.031548299354473,7.723299514101278,3.111111111,100.0,0.0,0.9947487266055046,0.00499873761467879,0.0,0.0,1
0x45d7af0143d6022b43bda33e53860ac167e0219b,True,0.9516601339688224,0.0,0.166666667,0.833333333,0.0,0.0,0.746915791,0.0,2.8549804019064675,1.9033202679376449,1.0,100.0,0.0,1.0015420212962962,0.0,0.0,0.06618060387283237,11
0x52f55bdd0d6363ecfec10be1875529df0705a0c5,True,0.9676691621053845,4.838345810526922,0.027027027,0.837837838,0.135135135,0.0,0.410105409,0.353243925,29.030074863161534,0.9676691621053845,15.0,100.0,0.0,1.0015420212962962,0.0,0.0,0.00532,1
0xc33322b9de30cde30f820441441a65bad92bd888,True,0.9690552832579998,0.0,0.03030303,0.96969697,0.0,0.0,0.073732719,0.0,23.257326798191997,7.752442266063999,2.666666667,100.0,0.0,1.000949938888889,0.0,0.0,170.36782410344827,2
